chapter_id,block_id,sequence_number,element_type,section_path,xhtml_path,source_element_id,pdf_physical_page,pdf_printed_page,english_text,russian_text,source_html,target_html,asset_ids,table_id,formula_id,code_id,link_ids,term_candidates,formatting_markers,translation_status,qa_semantic,qa_terminology,qa_numbers_code_links,qa_structure_formatting,qa_status,batch_id,notes,version
CH06,CH06-B0161,161,li,6.3 Defining the trading setup > Decision schedule and admissible information > Score-to-trade mapping,/*/*[2]/*/*[92]/*[4],,174,133,"Position sizing: How scores translate into exposures (for example, equal weight, volatility targeting).","Определение размера позиции: Как оценки преобразуются в величины подверженности риску (например, равные веса, таргетирование волатильности).","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <strong class=""keyWord"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.375.1"">
       Position sizing:
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.376.1"">
      How scores translate into exposures (for example, equal weight, volatility targeting).
     </span>
    </li>
    ","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList""><strong class=""keyWord""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.375.1"">Определение размера позиции: </span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.376.1"">Как оценки преобразуются в величины подверженности риску (например, равные веса, таргетирование волатильности).</span></li>",,,,,,,strong,QA_PASS,PASS,PASS,PASS,PASS,PASS,CH06-BATCH-005,Autonomous translation run CH06-B0161-B0200-20260816T184256Z,v0.1
CH06,CH06-B0162,162,li,6.3 Defining the trading setup > Decision schedule and admissible information > Score-to-trade mapping,/*/*[2]/*/*[92]/*[5],,174,133,"Order timing: When orders are placed (at open, intraday window, execution delay).","Время размещения заявок: Когда размещаются заявки (на открытии, в течение внутридневного окна, с задержкой исполнения).","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <strong class=""keyWord"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.377.1"">
       Order timing:
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.378.1"">
      When orders are placed (at open, intraday window, execution delay).
     </span>
    </li>
   ","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList""><strong class=""keyWord""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.377.1"">Время размещения заявок: </span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.378.1"">Когда размещаются заявки (на открытии, в течение внутридневного окна, с задержкой исполнения).</span></li>",,,,,,,strong,QA_PASS,PASS,PASS,PASS,PASS,PASS,CH06-BATCH-005,Autonomous translation run CH06-B0161-B0200-20260816T184256Z,v0.1
CH06,CH06-B0163,163,p,6.3 Defining the trading setup > Decision schedule and admissible information > Score-to-trade mapping,/*/*[2]/*/*[93],,175,134,"The specifics will likely evolve, but when they do, the reference for comparison will as well.","Конкретные параметры, вероятно, будут меняться, но вместе с ними будет меняться и база сравнения.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.379.1"">
     The specifics will likely evolve, but when they do, the reference for comparison will as well.
    </span>
   </p>
   ","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.379.1"">Конкретные параметры, вероятно, будут меняться, но вместе с ними будет меняться и база сравнения.</span></p>",,,,,,,,QA_PASS,PASS,PASS,PASS,PASS,PASS,CH06-BATCH-005,Autonomous translation run CH06-B0161-B0200-20260816T184256Z,v0.1
CH06,CH06-B0164,164,h3,6.3 Defining the trading setup > Decision schedule and admissible information > Constraints and risk controls in scope,/*/*[2]/*/*[94],_idParaDest-279,175,134,Constraints and risk controls in scope,"Ограничения и меры контроля риска, учитываемые в исследовании","<h3 xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""heading-3"" id=""_idParaDest-279"">
    <a id=""_idTextAnchor271"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.380.1"">
     Constraints and risk controls in scope
    </span>
   </h3>
   ","<h3 xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""heading-3"" id=""_idParaDest-279""><a id=""_idTextAnchor271""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.380.1"">Ограничения и меры контроля риска, учитываемые в исследовании</span></h3>",,,,,,,a,QA_PASS,PASS,PASS,PASS,PASS,PASS,CH06-BATCH-005,Autonomous translation run CH06-B0161-B0200-20260816T184256Z,v0.1
CH06,CH06-B0165,165,p,6.3 Defining the trading setup > Decision schedule and admissible information > Constraints and risk controls in scope,/*/*[2]/*/*[95],,175,134,"Specify the constraints treated as binding: exposure and leverage limits, concentration rules, and any liquidity or capacity limits enforced. Risk controls that alter trading actions (for example, a de-risking overlay or a kill switch) must be explicit and versioned, as they alter the effective strategy.","Укажите ограничения, считающиеся обязательными: лимиты подверженности риску и кредитного плеча, правила концентрации, а также применяемые ограничения ликвидности или ёмкости стратегии. Меры контроля риска, изменяющие торговые действия (например, дополнительный механизм снижения риска или механизм аварийной остановки торговли), должны быть заданы явно и версионироваться, поскольку они изменяют фактическую стратегию.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.381.1"">
     Specify the constraints treated
    </span>
    <a id=""_idIndexMarker692"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.382.1"">
     as binding: exposure and leverage limits, concentration rules, and any liquidity or capacity limits enforced.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.382.2"">
     Risk controls that alter trading actions (for example, a de-risking overlay or a kill switch) must be explicit and versioned, as they alter the effective strategy.
    </span>
   </p>
   ","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.381.1"">Укажите ограничения, считающиеся обязательными: лимиты подверженности риску и кредитного плеча, правила концентрации, а также применяемые ограничения ликвидности или ёмкости стратегии. Меры контроля риска, изменяющие торговые действия (например, дополнительный механизм снижения риска или механизм аварийной остановки торговли), должны быть заданы явно и версионироваться, поскольку они изменяют фактическую стратегию.</span><a id=""_idIndexMarker692""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.382.1""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.382.2""/></p>",,,,,,,a,QA_PASS,PASS,PASS,PASS,PASS,PASS,CH06-BATCH-005,Autonomous translation run CH06-B0161-B0200-20260816T184256Z,v0.1
CH06,CH06-B0166,166,h3,6.3 Defining the trading setup > Decision schedule and admissible information > Cost model class and components,/*/*[2]/*/*[96],_idParaDest-280,175,134,Cost model class and components,Класс и компоненты модели издержек,"<h3 xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""heading-3"" id=""_idParaDest-280"">
    <a id=""_idTextAnchor272"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.383.1"">
     Cost model class and components
    </span>
   </h3>
   ","<h3 xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""heading-3"" id=""_idParaDest-280""><a id=""_idTextAnchor272""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.383.1"">Класс и компоненты модели издержек</span></h3>",,,,,,,a,QA_PASS,PASS,PASS,PASS,PASS,PASS,CH06-BATCH-005,Autonomous translation run CH06-B0161-B0200-20260816T184256Z,v0.1
CH06,CH06-B0167,167,p,6.3 Defining the trading setup > Decision schedule and admissible information > Cost model class and components,/*/*[2]/*/*[97],,175,134,"Early research does not need a perfect simulator, but it does require consistency about which frictions are treated as material. State the cost components included (fees, spreads, slippage/impact, financing or funding, borrow, roll) and how conservative the assumptions are. Later chapters expand the cost model; early screens use conservative, coarse assumptions.","Исследованию на ранней стадии не нужен идеальный симулятор, однако необходимо последовательно определить, какие рыночные трения считаются существенными. Укажите включённые компоненты издержек (комиссии, спреды, проскальзывание и влияние на рынок, затраты на финансирование или выплаты по ставке финансирования, стоимость заимствования, издержки роллирования) и степень консервативности допущений. В последующих главах модель издержек уточняется; при предварительном отборе используются консервативные укрупнённые допущения.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.384.1"">
     Early research does not need a
    </span>
    <a id=""_idIndexMarker693"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.385.1"">
     perfect simulator, but it does require consistency about which frictions are treated as material.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.385.2"">
     State the cost components included (fees, spreads, slippage/impact, financing or funding, borrow, roll) and how conservative the assumptions are.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.385.3"">
     Later chapters expand the cost model; early screens use conservative, coarse assumptions.
    </span>
   </p>
   ","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.384.1"">Исследованию на ранней стадии не нужен идеальный симулятор, однако необходимо последовательно определить, какие рыночные трения считаются существенными. Укажите включённые компоненты издержек (комиссии, спреды, проскальзывание и влияние на рынок, затраты на финансирование или выплаты по ставке финансирования, стоимость заимствования, издержки роллирования) и степень консервативности допущений. В последующих главах модель издержек уточняется; при предварительном отборе используются консервативные укрупнённые допущения.</span><a id=""_idIndexMarker693""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.385.1""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.385.2""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.385.3""/></p>",,,,,,,a,QA_PASS,PASS,PASS,PASS,PASS,PASS,CH06-BATCH-005,Autonomous translation run CH06-B0161-B0200-20260816T184256Z,v0.1
CH06,CH06-B0168,168,p,6.3 Defining the trading setup > Decision schedule and admissible information > Cost model class and components,/*/*[2]/*/*[98],,175,134,"Example (perpetual futures) : in crypto_perps_funding , funding is a position-dependent cash flow that is part of the total return stream: a cost when paid and a benefit when received. Because it accrues only when a position is held at the funding timestamp and is settled under venue-specific conventions, the trading setup must specify (i) how trades and position changes are aligned to the funding snapshot, (ii) which pricing and funding formula (including any caps/floors) and fee schedule are assumed, and (iii) how convention changes are versioned. Otherwise, the same backtest can imply different effective exposures and produce materially different PnL.","Пример (бессрочные фьючерсы): в crypto_perps_funding платежи по ставке финансирования представляют собой зависящий от позиции денежный поток, входящий в совокупную доходность: издержки при выплате и доход при получении. Поскольку он начисляется только при наличии позиции в момент фиксации ставки финансирования, а расчёты проводятся по правилам конкретной торговой площадки, параметры торговли должны определять: (i) как сделки и изменения позиций согласуются с моментом фиксации ставки финансирования; (ii) какие формулы ценообразования и расчёта ставки финансирования предполагаются (включая верхние и нижние ограничения), а также какая тарифная сетка комиссий используется; (iii) как версионируются изменения правил. Иначе один и тот же бэктест может подразумевать разную фактическую подверженность риску и давать существенно различающиеся PnL.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <em class=""italic"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.386.1"">
      Example (perpetual futures)
     </span>
    </em>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.387.1"">
     : in
    </span>
    <code class=""inlineCode"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.388.1"">
      crypto_perps_funding
     </span>
    </code>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.389.1"">
     , funding is a position-dependent cash flow that is part of the total return stream: a cost when paid and a benefit when received.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.389.2"">
     Because it accrues only when a position is held at the funding timestamp and is settled under venue-specific conventions, the trading setup must specify (i) how trades and position changes are aligned to the funding snapshot, (ii) which pricing and funding formula (including any caps/floors) and fee schedule are assumed, and (iii) how convention changes are versioned.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.389.3"">
     Otherwise, the same backtest can imply different effective exposures and produce materially different PnL.
    </span>
   </p>
   ","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal""><em class=""italic""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.386.1"">Пример (бессрочные фьючерсы)</span></em><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.387.1"">: в </span><code class=""inlineCode""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.388.1"">crypto_perps_funding </span></code><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.389.1"">платежи по ставке финансирования представляют собой зависящий от позиции денежный поток, входящий в совокупную доходность: издержки при выплате и доход при получении. </span><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.389.2"">Поскольку он начисляется только при наличии позиции в момент фиксации ставки финансирования, а расчёты проводятся по правилам конкретной торговой площадки, параметры торговли должны определять: (i) как сделки и изменения позиций согласуются с моментом фиксации ставки финансирования; (ii) какие формулы ценообразования и расчёта ставки финансирования предполагаются (включая верхние и нижние ограничения), а также какая тарифная сетка комиссий используется; (iii) как версионируются изменения правил. </span><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.389.3"">Иначе один и тот же бэктест может подразумевать разную фактическую подверженность риску и давать существенно различающиеся PnL.</span></p>",,,,,,,"em,code",QA_PASS,PASS,PASS,PASS,PASS,PASS,CH06-BATCH-005,Autonomous translation run CH06-B0161-B0200-20260816T184256Z,v0.1
CH06,CH06-B0169,169,p,6.3 Defining the trading setup > Decision schedule and admissible information > Cost model class and components,/*/*[2]/*/*[99],,175,134,Example : The ETF cross-asset momentum setup (v1) defines the following invariants:,Пример: Параметры моментум-стратегии по различным классам активов на основе ETF (v1) задают следующие инварианты:,"<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <em class=""italic"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.390.1"">
      Example
     </span>
    </em>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.391.1"">
     : The
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.392.1"">
      ETF cross-asset momentum setup (v1)
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.393.1"">
     defines the following invariants:
    </span>
   </p>
   ","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal""><em class=""italic""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.390.1"">Пример</span></em><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.391.1"">: </span><strong class=""keyWord""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.392.1"">Параметры моментум-стратегии по различным классам активов на основе ETF (v1) </span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.393.1"">задают следующие инварианты:</span></p>",,,,,,,"strong,em",QA_PASS,PASS,PASS,PASS,PASS,PASS,CH06-BATCH-005,Autonomous translation run CH06-B0161-B0200-20260816T184256Z,v0.1
CH06,CH06-B0170,170,li,6.3 Defining the trading setup > Decision schedule and admissible information > Cost model class and components,/*/*[2]/*/*[100]/*[1],,175,134,"Universe: 100 cross-asset ETFs with point-in-time eligibility based on trailing annual ADV ≥ $10M. The lenient threshold preserves cross-sectional breadth in early sample years (70–95 eligible ETFs per year). Note that the universe composition has survivorship bias that cannot be fully resolved without historical constituent data, while within-universe eligibility is point-in-time correct.","Совокупность активов: 100 ETF по различным классам активов, для которых допуск определяется на соответствующий момент времени на основе среднего дневного объёма торгов (ADV) за предшествующие 12 месяцев ≥ $10 млн. Мягкий порог сохраняет широту поперечного сечения в первые годы выборки (70–95 допустимых ETF в год). Следует учитывать, что состав совокупности активов подвержен смещению выживших, которое невозможно полностью устранить без исторических данных о её составе, тогда как критерии допуска внутри совокупности корректно применяются на соответствующий момент времени.","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <strong class=""keyWord"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.394.1"">
       Universe:
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.395.1"">
      100 cross-asset ETFs with point-in-time eligibility based on trailing annual ADV ≥ $10M.
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.395.2"">
      The
     </span>
     <a id=""_idIndexMarker694"">
     </a>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.396.1"">
      lenient threshold preserves cross-sectional breadth in early sample years (70–95 eligible ETFs per year).
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.396.2"">
      Note that the universe composition has survivorship bias that cannot be fully resolved without historical constituent data, while within-universe eligibility is point-in-time correct.
     </span>
    </li>
    ","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList""><strong class=""keyWord""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.394.1"">Совокупность активов: </span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.395.1"">100 ETF по различным классам активов, для которых допуск определяется на соответствующий момент времени на основе среднего дневного объёма торгов (ADV) за предшествующие 12 месяцев ≥ $10 млн. </span><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.395.2"">Мягкий порог сохраняет широту поперечного сечения в первые годы выборки (70–95 допустимых ETF в год). </span><a id=""_idIndexMarker694""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.396.1""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.396.2"">Следует учитывать, что состав совокупности активов подвержен смещению выживших, которое невозможно полностью устранить без исторических данных о её составе, тогда как критерии допуска внутри совокупности корректно применяются на соответствующий момент времени.</span></li>",,,,,,,"strong,a",QA_PASS,PASS,PASS,PASS,PASS,PASS,CH06-BATCH-005,Autonomous translation run CH06-B0161-B0200-20260816T184256Z,v0.1
