chapter_id,block_id,sequence_number,element_type,section_path,xhtml_path,source_element_id,pdf_physical_page,pdf_printed_page,english_text,russian_text,source_html,target_html,asset_ids,table_id,formula_id,code_id,link_ids,term_candidates,formatting_markers,translation_status,qa_semantic,qa_terminology,qa_numbers_code_links,qa_structure_formatting,qa_status,batch_id,notes,version
CH06,CH06-B0201,201,li,6.4 Setting objectives and evaluation metrics,/*/*[2]/*/*[112]/*[1],,177,136,"Evaluate strategy candidates in economic terms , based on a consistent PnL definition","Оценивайте рассматриваемые стратегии в экономических показателях, используя единообразное определение PnL.","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.457.1"">
      Evaluate strategy candidates in
     </span>
     <strong class=""screenText"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.458.1"">
       economic terms
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.459.1"">
      , based on a consistent PnL definition
     </span>
    </li>
    ","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.457.1"">Оценивайте рассматриваемые стратегии в</span><strong class=""screenText""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.458.1""> экономических показателях,</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.459.1""> используя единообразное определение PnL.</span></li>",,,,,,,strong,QA_PASS,PASS,PASS,PASS,PASS,QA_PASS,CH06-BATCH-006,Autonomous translation run CH06-B0201-B0240-20260816T205743Z; integrator correction cycle 1; all QA gates PASS.,v0.1
CH06,CH06-B0202,202,li,6.4 Setting objectives and evaluation metrics,/*/*[2]/*/*[112]/*[2],,177,136,Keep metric roles separate for model and strategy evaluation,Разделяйте назначение метрик при оценке модели и стратегии.,"<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <strong class=""screenText"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.460.1"">
       Keep metric roles separate
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.461.1"">
      for model and strategy evaluation
     </span>
    </li>
    ","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList""><strong class=""screenText""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.460.1"">Разделяйте назначение метрик</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.461.1""> при оценке модели и стратегии.</span></li>",,,,,,,strong,QA_PASS,PASS,PASS,PASS,PASS,QA_PASS,CH06-BATCH-006,Autonomous translation run CH06-B0201-B0240-20260816T205743Z; integrator correction cycle 1; all QA gates PASS.,v0.1
CH06,CH06-B0203,203,li,6.4 Setting objectives and evaluation metrics,/*/*[2]/*/*[112]/*[3],,177,136,Choose one primary selection metric for development and a separate reporting set for strategy outcomes,Выберите одну основную метрику отбора для разработки и отдельный набор отчётных метрик для результатов стратегии.,"<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.462.1"">
      Choose
     </span>
     <strong class=""screenText"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.463.1"">
       one primary selection metric for development
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.464.1"">
      and a
     </span>
     <strong class=""screenText"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.465.1"">
       separate reporting set
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.466.1"">
      for strategy outcomes
     </span>
    </li>
   ","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.462.1"">Выберите</span><strong class=""screenText""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.463.1""> одну основную метрику отбора для разработки</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.464.1""> и</span><strong class=""screenText""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.465.1""> отдельный набор отчётных метрик</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.466.1""> для результатов стратегии.</span></li>",,,,,,,strong,QA_PASS,PASS,PASS,PASS,PASS,QA_PASS,CH06-BATCH-006,Autonomous translation run CH06-B0201-B0240-20260816T205743Z; integrator correction cycle 1; all QA gates PASS.,v0.1
CH06,CH06-B0204,204,p,6.4 Setting objectives and evaluation metrics,/*/*[2]/*/*[113],,177,136,"Specific metrics appear in later chapters on features, models, and backtests; here, we establish the framework for how these metric layers interact.","Конкретные метрики рассматриваются в последующих главах, посвящённых признакам, моделям и бэктестам; здесь же мы задаём схему взаимодействия этих уровней метрик.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.467.1"">
     Specific metrics appear in later chapters on features, models, and backtests; here, we establish the framework for how these metric layers interact.
    </span>
   </p>
   ","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.467.1"">Конкретные метрики рассматриваются в последующих главах, посвящённых признакам, моделям и бэктестам; здесь же мы задаём схему взаимодействия этих уровней метрик.</span></p>",,,,,,,,QA_PASS,PASS,PASS,PASS,PASS,QA_PASS,CH06-BATCH-006,Autonomous translation run CH06-B0201-B0240-20260816T205743Z; integrator correction cycle 1; all QA gates PASS.,v0.1
CH06,CH06-B0205,205,h2,"6.4 Setting objectives and evaluation metrics > Three metric layers, each with a different role",/*/*[2]/*/*[114],_idParaDest-283,177,136,"Three metric layers, each with a different role","Три уровня метрик, у каждого своя роль","<h2 xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""heading-2"" id=""_idParaDest-283"">
    <a id=""_idTextAnchor275"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.468.1"">
     Three metric layers, each with a different role
    </span>
   </h2>
   ","<h2 xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""heading-2"" id=""_idParaDest-283""><a id=""_idTextAnchor275""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.468.1"">Три уровня метрик, у каждого своя роль</span></h2>",,,,,,,a,QA_PASS,PASS,PASS,PASS,PASS,QA_PASS,CH06-BATCH-006,Autonomous translation run CH06-B0201-B0240-20260816T205743Z; integrator correction cycle 1; all QA gates PASS.,v0.1
CH06,CH06-B0206,206,p,"6.4 Setting objectives and evaluation metrics > Three metric layers, each with a different role",/*/*[2]/*/*[115],,177,136,"Confusion in ML-driven strategy research often arises from relying on a single metric to address multiple questions. Treat metrics as three distinct layers, each tied to a specific decision:","Путаница при исследовании стратегий на основе ML часто возникает, когда одной метрикой пытаются ответить на несколько вопросов. Рассматривайте метрики как три отдельных уровня, каждый из которых связан с конкретным решением:","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.469.1"">
     Confusion in ML-driven strategy research often arises from relying on a single metric to address multiple questions.
    </span>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.469.2"">
     Treat metrics as three distinct layers, each tied to a specific decision:
    </span>
   </p>
   ","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.469.1"">Путаница при исследовании стратегий на основе ML часто возникает, когда одной метрикой пытаются ответить на несколько вопросов.</span><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.469.2""> Рассматривайте метрики как три отдельных уровня, каждый из которых связан с конкретным решением:</span></p>",,,,,,,,QA_PASS,PASS,PASS,PASS,PASS,QA_PASS,CH06-BATCH-006,Autonomous translation run CH06-B0201-B0240-20260816T205743Z; integrator correction cycle 1; all QA gates PASS.,v0.1
CH06,CH06-B0207,207,li,"6.4 Setting objectives and evaluation metrics > Three metric layers, each with a different role",/*/*[2]/*/*[116]/*[1],,177,136,"Model diagnostics answer a narrow question: can the model learn the label in a way that generalizes across time splits? Typical checks include loss or error, calibration, and stability across folds. If these fail, treat downstream trading results as difficult to interpret because the predictor is unstable. These checks do not require a cost model, position sizing, or portfolio simulation; they serve as an early gate that prevents overinterpreting noise.","Диагностика модели отвечает на узкий вопрос: может ли модель научиться предсказывать целевую метку так, чтобы её качество сохранялось при разных разбиениях по времени? Типичные проверки охватывают значение функции потерь или ошибки, калибровку вероятностей и устойчивость по блокам разбиения. Если эти проверки не пройдены, последующие результаты торговли трудно интерпретировать из-за нестабильности предиктора. Для таких проверок не требуются модель издержек, определение размера позиции или симуляция портфеля; они служат ранним фильтром, не позволяющим переоценить шум.","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <strong class=""keyWord"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.470.1"">
       Model diagnostics
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.471.1"">
      answer
     </span>
     <a id=""_idIndexMarker701"">
     </a>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.472.1"">
      a narrow question: can the model learn the label in a way that generalizes across time splits?
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.472.2"">
      Typical checks include loss or error, calibration, and stability across folds.
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.472.3"">
      If these fail, treat downstream trading results as difficult to interpret because the predictor is unstable.
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.472.4"">
      These checks do not require a cost model, position sizing, or portfolio simulation; they serve as an early gate that prevents overinterpreting noise.
     </span>
    </li>
    ","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList""><strong class=""keyWord""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.470.1"">Диагностика модели</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.471.1""> отвечает</span><a id=""_idIndexMarker701""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.472.1""> на узкий вопрос: может ли модель научиться предсказывать целевую метку так, чтобы её качество сохранялось при разных разбиениях по времени?</span><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.472.2""> Типичные проверки охватывают значение функции потерь или ошибки, калибровку вероятностей и устойчивость по блокам разбиения.</span><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.472.3""> Если эти проверки не пройдены, последующие результаты торговли трудно интерпретировать из-за нестабильности предиктора.</span><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.472.4""> Для таких проверок не требуются модель издержек, определение размера позиции или симуляция портфеля; они служат ранним фильтром, не позволяющим переоценить шум.</span></li>",,,,,,,"strong,a",QA_PASS,PASS,PASS,PASS,PASS,QA_PASS,CH06-BATCH-006,Autonomous translation run CH06-B0201-B0240-20260816T205743Z; integrator correction cycle 1; all QA gates PASS.,v0.1
CH06,CH06-B0208,208,li,"6.4 Setting objectives and evaluation metrics > Three metric layers, each with a different role",/*/*[2]/*/*[116]/*[2],,177,136,"Signal diagnostics test whether the model output behaves like a tradable signal under the chosen mapping class. A common choice is the information coefficient (IC), the Spearman rank correlation between predicted scores and subsequent realized returns (see Chapter 7 ). Signal diagnostics treat the output as a score to be traded ; model diagnostics treat it as a predictor to be trusted . Chapter 7 covers both in detail.","Диагностика сигнала проверяет, ведут ли себя выходные данные модели как пригодный для торговли сигнал при выбранном классе преобразования. Распространённый вариант — информационный коэффициент (IC): это ранговая корреляция Спирмена между прогнозными оценками и последующей реализованной доходностью (см. главу 7). При диагностике сигнала выходные данные рассматриваются как оценка для торговли; при диагностике модели — как надёжный предиктор. В главе 7 оба вида диагностики рассматриваются подробно.","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <strong class=""keyWord"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.473.1"">
       Signal diagnostics
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.474.1"">
      test
     </span>
     <a id=""_idIndexMarker702"">
     </a>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.475.1"">
      whether the model output behaves like a tradable signal under the chosen mapping class.
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.475.2"">
      A common choice is the
     </span>
     <strong class=""keyWord"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.476.1"">
       information coefficient (IC),
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.477.1"">
      the
     </span>
     <a id=""_idIndexMarker703"">
     </a>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.478.1"">
      Spearman rank correlation between predicted scores and subsequent realized returns (see
     </span>
     <em class=""italic"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.479.1"">
       Chapter 7
      </span>
     </em>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.480.1"">
      ).
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.480.2"">
      Signal diagnostics treat the output
     </span>
     <strong class=""screenText"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.481.1"">
       as a score to be traded
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.482.1"">
      ; model diagnostics treat it
     </span>
     <strong class=""screenText"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.483.1"">
       as a predictor to be trusted
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.484.1"">
      .
     </span>
     <em class=""italic"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.485.1"">
       Chapter 7
      </span>
     </em>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.486.1"">
      covers both in detail.
     </span>
    </li>
    ","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList""><strong class=""keyWord""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.473.1"">Диагностика сигнала</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.474.1""> проверяет,</span><a id=""_idIndexMarker702""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.475.1""> ведут ли себя выходные данные модели как пригодный для торговли сигнал при выбранном классе преобразования.</span><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.475.2""> Распространённый вариант —</span><strong class=""keyWord""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.476.1""> информационный коэффициент (IC):</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.477.1""> это</span><a id=""_idIndexMarker703""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.478.1""> ранговая корреляция Спирмена между прогнозными оценками и последующей реализованной доходностью (см.</span><em class=""italic""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.479.1""> главу 7).</span></em><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.480.1""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.480.2""> При диагностике сигнала выходные данные рассматриваются</span><strong class=""screenText""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.481.1""> как оценка для торговли;</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.482.1""> при диагностике модели —</span><strong class=""screenText""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.483.1""> как надёжный предиктор.</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.484.1""/><em class=""italic""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.485.1""> В главе 7</span></em><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.486.1""> оба вида диагностики рассматриваются подробно.</span></li>",,,,,,,"strong,em,a",QA_PASS,PASS,PASS,PASS,PASS,QA_PASS,CH06-BATCH-006,Autonomous translation run CH06-B0201-B0240-20260816T205743Z; integrator correction cycle 1; all QA gates PASS.,v0.1
CH06,CH06-B0209,209,li,"6.4 Setting objectives and evaluation metrics > Three metric layers, each with a different role",/*/*[2]/*/*[116]/*[3],,177,136,"Strategy outcomes evaluate the end-to-end process under costs and constraints, in terms of risk and return. Typical reporting includes risk-adjusted returns, volatility and drawdowns, exposure and concentration behavior, and realized turnover (see Chapter 17 ). The failure mode is to use these outcomes as the objective for every small design choice during development, which encourages overfitting to the simulator’s degrees of freedom and will likely disappoint out-of-sample.","Результаты стратегии используются для оценки сквозного процесса с учётом издержек и ограничений по показателям риска и доходности. Обычно в отчёт включают доходность с учётом риска, волатильность и просадки, показатели подверженности риску и концентрации, а также фактический оборот портфеля (см. главу 17). Ошибка состоит в том, чтобы использовать эти результаты как целевую метрику при каждом небольшом проектном решении в ходе разработки: это способствует переобучению на степенях свободы симулятора и, вероятно, приведёт к разочаровывающим результатам вне обучающей выборки.","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList"">
     <strong class=""keyWord"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.487.1"">
       Strategy outcomes
      </span>
     </strong>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.488.1"">
      evaluate the end-to-end process under costs and constraints, in terms of
     </span>
     <a id=""_idIndexMarker704"">
     </a>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.489.1"">
      risk and return.
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.489.2"">
      Typical reporting includes risk-adjusted returns, volatility and drawdowns, exposure and concentration behavior, and realized turnover (see
     </span>
     <em class=""italic"">
      <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.490.1"">
       Chapter 17
      </span>
     </em>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.491.1"">
      ).
     </span>
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.491.2"">
      The failure mode is to use these outcomes as the objective for every small design choice during development, which encourages overfitting to the simulator’s degrees of freedom and will likely disappoint out-of-sample.
     </span>
    </li>
   ","<li xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""bulletList""><strong class=""keyWord""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.487.1"">Результаты стратегии</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.488.1""> используются для оценки сквозного процесса с учётом издержек и ограничений по показателям</span><a id=""_idIndexMarker704""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.489.1""> риска и доходности.</span><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.489.2""> Обычно в отчёт включают доходность с учётом риска, волатильность и просадки, показатели подверженности риску и концентрации, а также фактический оборот портфеля (см.</span><em class=""italic""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.490.1""> главу 17).</span></em><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.491.1""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.491.2""> Ошибка состоит в том, чтобы использовать эти результаты как целевую метрику при каждом небольшом проектном решении в ходе разработки: это способствует переобучению на степенях свободы симулятора и, вероятно, приведёт к разочаровывающим результатам вне обучающей выборки.</span></li>",,,,,,,"strong,em,a",QA_PASS,PASS,PASS,PASS,PASS,QA_PASS,CH06-BATCH-006,Autonomous translation run CH06-B0201-B0240-20260816T205743Z; integrator correction cycle 1; all QA gates PASS.,v0.1
CH06,CH06-B0210,210,p,"6.4 Setting objectives and evaluation metrics > Three metric layers, each with a different role",/*/*[2]/*/*[117],,177,136,"A complementary diagnostic, conformal prediction intervals, provides calibrated uncertainty estimates without distributional assumptions. Chapter 11 introduces conformal methods for time-series prediction; here, note that well-calibrated prediction intervals can flag when a model’s confidence is misaligned with realized outcomes, serving as an early warning alongside the three layers mentioned earlier.","Дополнительный диагностический инструмент — конформные интервалы прогнозирования — даёт калиброванные оценки неопределённости без предположений о распределении. В главе 11 представлены методы конформного прогнозирования временных рядов; здесь важно отметить, что хорошо откалиброванные интервалы прогнозирования позволяют выявить несоответствие уверенности модели фактически реализованным результатам и служат ранним предупреждением наряду с тремя описанными выше уровнями.","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal"">
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.492.1"">
     A complementary diagnostic,
    </span>
    <strong class=""keyWord"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.493.1"">
      conformal prediction intervals,
     </span>
    </strong>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.494.1"">
     provides calibrated uncertainty estimates without distributional
    </span>
    <a id=""_idIndexMarker705"">
    </a>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.495.1"">
     assumptions.
    </span>
    <em class=""italic"">
     <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.496.1"">
      Chapter 11
     </span>
    </em>
    <span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.497.1"">
     introduces conformal methods for time-series prediction; here, note that well-calibrated prediction intervals can flag when a model’s confidence is misaligned with realized outcomes, serving as an early warning alongside the three layers mentioned earlier.
    </span>
   </p>
   ","<p xmlns=""http://www.w3.org/1999/xhtml"" xmlns:epub=""http://www.idpf.org/2007/ops"" class=""normal""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.492.1"">Дополнительный диагностический инструмент —</span><strong class=""keyWord""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.493.1""> конформные интервалы прогнозирования —</span></strong><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.494.1""> даёт калиброванные оценки неопределённости без предположений о</span><a id=""_idIndexMarker705""/><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.495.1""> распределении.</span><em class=""italic""><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.496.1""> В главе 11</span></em><span xmlns=""http://www.w3.org/1999/xhtml"" class=""koboSpan"" id=""kobo.497.1""> представлены методы конформного прогнозирования временных рядов; здесь важно отметить, что хорошо откалиброванные интервалы прогнозирования позволяют выявить несоответствие уверенности модели фактически реализованным результатам и служат ранним предупреждением наряду с тремя описанными выше уровнями.</span></p>",,,,,,,"strong,em,a",QA_PASS,PASS,PASS,PASS,PASS,QA_PASS,CH06-BATCH-006,Autonomous translation run CH06-B0201-B0240-20260816T205743Z; integrator correction cycle 1; all QA gates PASS.,v0.1
